server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_14,21:11:20,21:11:50,77.72,50.54,
server_14,21:11:30,21:12:00,74.38,40.21,
server_14,21:11:40,21:12:10,68.11,44.42,
server_14,21:11:50,21:12:20,56.35,42.15,
server_14,21:12:00,21:12:30,55.03,46.33,
server_14,21:12:10,21:12:40,55.2,44.83,
server_14,21:12:20,21:12:50,47.29,43.98,
server_14,21:12:30,21:13:00,43.03,47.06,
server_14,21:12:40,21:13:10,42.92,51.59,
server_14,21:12:50,21:13:20,46.27,60.87,
server_14,21:13:00,21:13:30,44.74,70.56,
server_14,21:13:10,21:13:40,57.65,52.26,
server_14,21:13:20,21:13:50,63.31,46,
server_14,21:13:30,21:14:00,80.34,42.48,CPU spike suspected
server_14,21:13:40,21:14:10,65.61,56.24,
server_14,21:13:50,21:14:20,62.14,56.58,
server_14,21:14:00,21:14:30,46.71,46.83,
server_14,21:14:10,21:14:40,51.99,53.52,
server_14,21:14:20,21:14:50,44.56,54.65,
server_14,21:14:30,21:15:00,53.51,65.68,
server_14,21:14:40,21:15:10,41.86,54.13,
server_14,21:14:50,21:15:20,51.68,48.78,
server_14,21:15:00,21:15:30,50.07,40.85,
server_14,21:15:10,21:15:40,62.76,56.46,
server_14,21:15:20,21:15:50,67.1,58.05,
server_14,21:15:30,21:16:00,68.64,66.35,
server_14,21:15:40,21:16:10,58.8,60.82,
server_14,21:15:50,21:16:20,55.52,51.19,
server_14,21:16:00,21:16:30,49.01,50.27,
server_14,21:16:10,21:16:40,51.73,45.85,
server_14,21:16:20,21:16:50,52.75,60.97,
server_14,21:16:30,21:17:00,57.52,54.62,
server_14,21:16:40,21:17:10,48.84,56.17,
server_14,21:16:50,21:17:20,38.3,46.75,
server_14,21:17:00,21:17:30,45.27,60.51,
server_14,21:17:10,21:17:40,47.81,66.14,
server_14,21:17:20,21:17:50,48.59,64.69,
server_14,21:17:30,21:18:00,34.58,46.22,
server_14,21:17:40,21:18:10,45.71,33.5,
server_14,21:17:50,21:18:20,44.32,33.82,
server_14,21:18:00,21:18:30,46.25,40.2,
server_14,21:18:10,21:18:40,35.23,42.83,
server_14,21:18:20,21:18:50,39.91,46.89,
server_14,21:18:30,21:19:00,40.24,43.7,
server_14,21:18:40,21:19:10,42.96,56.47,
server_14,21:18:50,21:19:20,37.89,62.91,
server_14,21:19:00,21:19:30,41.95,66.7,
server_14,21:19:10,21:19:40,53.95,52.35,
server_14,21:19:20,21:19:50,52.41,39.49,
server_14,21:19:30,21:20:00,49.89,42.18,
server_14,21:19:40,21:20:10,52.25,44.19,
server_14,21:19:50,21:20:20,54.14,45.83,
server_14,21:20:00,21:20:30,59.19,48.14,
server_14,21:20:10,21:20:40,44.37,46.76,
server_14,21:20:20,21:20:50,50.26,49.99,
server_14,21:20:30,21:21:00,41.53,41.77,
server_14,21:20:40,21:21:10,37.77,45.75,
server_14,21:20:50,21:21:20,37.8,47.62,
server_14,21:21:00,21:21:30,44.17,51.49,
server_14,21:21:10,21:21:40,62.46,44.95,
server_14,21:21:20,21:21:50,65.57,46.66,
server_14,21:21:30,21:22:00,71.14,50.31,
server_14,21:21:40,21:22:10,57.89,69.24,
server_14,21:21:50,21:22:20,52.94,66.42,
server_14,21:22:00,21:22:30,43.61,59.27,
server_14,21:22:10,21:22:40,48.63,56.38,
server_14,21:22:20,21:22:50,49.05,65.43,
server_14,21:22:30,21:23:00,46.66,66.77,
server_14,21:22:40,21:23:10,42.06,56.51,
server_14,21:22:50,21:23:20,47.85,60.45,
server_14,21:23:00,21:23:30,52.47,63.06,
server_14,21:23:10,21:23:40,52.99,65.17,
server_14,21:23:20,21:23:50,44.41,49.71,
server_14,21:23:30,21:24:00,50.47,54.31,
server_14,21:23:40,21:24:10,48.82,52.84,
server_14,21:23:50,21:24:20,56.56,56.91,
server_14,21:24:00,21:24:30,49.66,48.62,
server_14,21:24:10,21:24:40,52.75,46.94,
server_14,21:24:20,21:24:50,58.89,53.06,
server_14,21:24:30,21:25:00,72.16,41.99,
server_14,21:24:40,21:25:10,73.81,46.65,
server_14,21:24:50,21:25:20,76.94,39.6,
server_14,21:25:00,21:25:30,66.04,48.62,
server_14,21:25:10,21:25:40,61.25,45.05,
server_14,21:25:20,21:25:50,57.07,42.24,
server_14,21:25:30,21:26:00,53.45,50.22,
server_14,21:25:40,21:26:10,57.45,52.05,
server_14,21:25:50,21:26:20,38.49,62.49,
server_14,21:26:00,21:26:30,47.1,62.89,
server_14,21:26:10,21:26:40,36.3,74.2,
server_14,21:26:20,21:26:50,38.79,72.09,
server_14,21:26:30,21:27:00,30.67,66.38,
server_14,21:26:40,21:27:10,49.1,50.48,
server_14,21:26:50,21:27:20,61.18,43.98,
server_14,21:27:00,21:27:30,65.65,32.04,
server_14,21:27:10,21:27:40,66.65,43.32,
server_14,21:27:20,21:27:50,66.49,50.95,
server_14,21:27:30,21:28:00,62.05,66.03,
server_14,21:27:40,21:28:10,48.24,55.99,
server_14,21:27:50,21:28:20,55.84,57.85,
server_14,21:28:00,21:28:30,61.06,64.13,
server_14,21:28:10,21:28:40,66.31,67.37,
server_14,21:28:20,21:28:50,54.13,59.28,
server_14,21:28:30,21:29:00,52.33,64.69,
server_14,21:28:40,21:29:10,59.37,59.5,
server_14,21:28:50,21:29:20,62.04,61.85,
server_14,21:29:00,21:29:30,58.06,48.21,
server_14,21:29:10,21:29:40,53.2,52.56,
server_14,21:29:20,21:29:50,57.43,58.68,
server_14,21:29:30,21:30:00,67.8,63.63,
server_14,21:29:40,21:30:10,62.07,61.23,
server_14,21:29:50,21:30:20,53.22,48.05,
server_14,21:30:00,21:30:30,42.29,41.61,
server_14,21:30:10,21:30:40,44.17,44.71,
server_14,21:30:20,21:30:50,51.06,56.32,
server_14,21:30:30,21:31:00,53.81,72.29,
server_14,21:30:40,21:31:10,51.2,75.94,
server_14,21:30:50,21:31:20,46.41,74.14,
server_14,21:31:00,21:31:30,38.28,53.96,
server_14,21:31:10,21:31:40,40.54,49.32,
server_14,21:31:20,21:31:50,45.94,51.56,
server_14,21:31:30,21:32:00,56.68,60.03,
server_14,21:31:40,21:32:10,63.83,69.03,
server_14,21:31:50,21:32:20,49.11,69.37,
server_14,21:32:00,21:32:30,51.07,71.32,
server_14,21:32:10,21:32:40,52.64,56.22,
server_14,21:32:20,21:32:50,59.95,47.35,
server_14,21:32:30,21:33:00,55.17,36.08,
server_14,21:32:40,21:33:10,43.06,50.77,
server_14,21:32:50,21:33:20,52.7,47.84,
server_14,21:33:00,21:33:30,51.13,52.76,
server_14,21:33:10,21:33:40,58.25,44.7,
server_14,21:33:20,21:33:50,52.77,51.28,
server_14,21:33:30,21:34:00,50.89,50.91,
server_14,21:33:40,21:34:10,53.86,55.57,
server_14,21:33:50,21:34:20,53.39,65.74,
server_14,21:34:00,21:34:30,50.23,67.96,
server_14,21:34:10,21:34:40,55,60.8,
server_14,21:34:20,21:34:50,59.37,49.84,
server_14,21:34:30,21:35:00,61.87,47.6,
server_14,21:34:40,21:35:10,49.99,46.38,
server_14,21:34:50,21:35:20,42.64,43.71,
server_14,21:35:00,21:35:30,42.97,51.53,
server_14,21:35:10,21:35:40,44.11,61.07,
server_14,21:35:20,21:35:50,57.35,55.46,
server_14,21:35:30,21:36:00,63.59,40.62,
server_14,21:35:40,21:36:10,57.73,41.05,
server_14,21:35:50,21:36:20,51.21,59.41,
server_14,21:36:00,21:36:30,37.36,69.98,
server_14,21:36:10,21:36:40,33.66,66.8,
server_14,21:36:20,21:36:50,30.26,59.92,
server_14,21:36:30,21:37:00,47.68,65.48,
server_14,21:36:40,21:37:10,53.75,66.06,
server_14,21:36:50,21:37:20,59.08,53.56,
server_14,21:37:00,21:37:30,57.01,39.57,
server_14,21:37:10,21:37:40,59.39,31.55,
server_14,21:37:20,21:37:50,64.66,40.93,
server_14,21:37:30,21:38:00,57.56,57.87,
server_14,21:37:40,21:38:10,68.98,55.58,
server_14,21:37:50,21:38:20,60.59,58.29,
server_14,21:38:00,21:38:30,78.3,48.3,
server_14,21:38:10,21:38:40,78,49.09,
server_14,21:38:20,21:38:50,85.96,49.43,CPU spike suspected
server_14,21:38:30,21:39:00,69.81,50.86,
server_14,21:38:40,21:39:10,60.89,56.52,
server_14,21:38:50,21:39:20,48.97,49.9,
server_14,21:39:00,21:39:30,41.85,38.69,
server_14,21:39:10,21:39:40,42.57,41.78,
server_14,21:39:20,21:39:50,36.75,40.3,
server_14,21:39:30,21:40:00,52.69,43.06,
server_14,21:39:40,21:40:10,50.04,41.76,
server_14,21:39:50,21:40:20,64.86,42.03,
server_14,21:40:00,21:40:30,52.4,46.09,
server_14,21:40:10,21:40:40,55.88,32.59,
server_14,21:40:20,21:40:50,52.71,37.6,
server_14,21:40:30,21:41:00,55.84,37.22,
server_14,21:40:40,21:41:10,58.78,41.47,
server_14,21:40:50,21:41:20,60.61,44.03,
server_14,21:41:00,21:41:30,56.72,46.86,
server_14,21:41:10,21:41:40,51.4,52.62,
server_14,21:41:20,21:41:50,40.94,58.43,
server_14,21:41:30,21:42:00,43.59,53.9,
server_14,21:41:40,21:42:10,46.02,53.32,
server_14,21:41:50,21:42:20,53.9,35.3,
server_14,21:42:00,21:42:30,64.79,41.32,
server_14,21:42:10,21:42:40,57.31,41.04,
server_14,21:42:20,21:42:50,50.72,55.65,
server_14,21:42:30,21:43:00,33.67,43.64,
server_14,21:42:40,21:43:10,39.97,51.52,
server_14,21:42:50,21:43:20,35.71,48.03,
server_14,21:43:00,21:43:30,41.62,64.42,
server_14,21:43:10,21:43:40,30.82,68.38,
server_14,21:43:20,21:43:50,37.18,63.81,
server_14,21:43:30,21:44:00,35.95,56.53,
server_14,21:43:40,21:44:10,55.6,43.9,
server_14,21:43:50,21:44:20,64.77,35.78,
server_14,21:44:00,21:44:30,73.04,28.93,
server_14,21:44:10,21:44:40,69.43,33.17,
server_14,21:44:20,21:44:50,66.89,37.81,
server_14,21:44:30,21:45:00,59.14,41.83,
server_14,21:44:40,21:45:10,52.33,39.18,
server_14,21:44:50,21:45:20,45.23,46.49,
server_14,21:45:00,21:45:30,58.28,59.03,
server_14,21:45:10,21:45:40,61.84,62.33,
server_14,21:45:20,21:45:50,62.27,61.64,
server_14,21:45:30,21:46:00,41.35,58.91,
server_14,21:45:40,21:46:10,22.71,71.64,
server_14,21:45:50,21:46:20,18.32,78.92,
server_14,21:46:00,21:46:30,33.38,71.28,
server_14,21:46:10,21:46:40,49.79,57.26,
server_14,21:46:20,21:46:50,50.81,44.3,
server_14,21:46:30,21:47:00,37.76,54.27,
server_14,21:46:40,21:47:10,38.81,52.41,
server_14,21:46:50,21:47:20,44.06,52.87,
server_14,21:47:00,21:47:30,56.12,46.71,
server_14,21:47:10,21:47:40,63.64,55.21,
server_14,21:47:20,21:47:50,75.41,48.09,
server_14,21:47:30,21:48:00,87.42,46.31,CPU spike suspected
server_14,21:47:40,21:48:10,89.52,34.05,CPU spike suspected
server_14,21:47:50,21:48:20,78.2,36.05,
server_14,21:48:00,21:48:30,66.38,36.34,
server_14,21:48:10,21:48:40,60.19,52.76,
server_14,21:48:20,21:48:50,48.81,67.12,
server_14,21:48:30,21:49:00,43.63,67.44,
server_14,21:48:40,21:49:10,36.14,54.42,
server_14,21:48:50,21:49:20,39.78,56.95,
server_14,21:49:00,21:49:30,49.8,62.29,
server_14,21:49:10,21:49:40,62.64,54.35,
server_14,21:49:20,21:49:50,76.64,39.1,
server_14,21:49:30,21:50:00,69.03,36.09,
server_14,21:49:40,21:50:10,60.88,44.75,
server_14,21:49:50,21:50:20,51.62,53.73,
server_14,21:50:00,21:50:30,58.84,45.85,
server_14,21:50:10,21:50:40,66.76,40.91,
server_14,21:50:20,21:50:50,67.1,41.97,
server_14,21:50:30,21:51:00,57.91,45.51,
server_14,21:50:40,21:51:10,53.31,46.6,
server_14,21:50:50,21:51:20,51.75,46.84,
server_14,21:51:00,21:51:30,47.64,45.22,
server_14,21:51:10,21:51:40,37.27,46.6,
server_14,21:51:20,21:51:50,45.18,51.86,
server_14,21:51:30,21:52:00,48.88,58.89,
server_14,21:51:40,21:52:10,47.67,68.58,
server_14,21:51:50,21:52:20,42.91,60.19,
server_14,21:52:00,21:52:30,52.64,52.9,
server_14,21:52:10,21:52:40,51.31,53.33,
server_14,21:52:20,21:52:50,52.73,44.01,
server_14,21:52:30,21:53:00,48.69,52.24,
server_14,21:52:40,21:53:10,53.09,50.64,
server_14,21:52:50,21:53:20,53.81,63.36,
server_14,21:53:00,21:53:30,46.24,56.4,
server_14,21:53:10,21:53:40,52.18,55.99,
server_14,21:53:20,21:53:50,48.49,49.35,
server_14,21:53:30,21:54:00,50.04,59.92,
server_14,21:53:40,21:54:10,51.08,57.78,
server_14,21:53:50,21:54:20,42.37,54.09,
server_14,21:54:00,21:54:30,46.34,46.11,
server_14,21:54:10,21:54:40,39.82,44.35,
server_14,21:54:20,21:54:50,44.64,60.33,
server_14,21:54:30,21:55:00,51.4,61.02,
server_14,21:54:40,21:55:10,60.7,55.06,
server_14,21:54:50,21:55:20,56.23,49.71,
server_14,21:55:00,21:55:30,49.19,55.92,
server_14,21:55:10,21:55:40,43.39,62.5,
server_14,21:55:20,21:55:50,50.26,59.25,
server_14,21:55:30,21:56:00,58,58.35,
server_14,21:55:40,21:56:10,63.68,48.51,
server_14,21:55:50,21:56:20,60.9,55,
server_14,21:56:00,21:56:30,53.56,49.17,
server_14,21:56:10,21:56:40,36.58,60.27,
server_14,21:56:20,21:56:50,38.29,50.81,
server_14,21:56:30,21:57:00,27.91,50,
server_14,21:56:40,21:57:10,46.78,52.98,
server_14,21:56:50,21:57:20,53.7,60.47,
server_14,21:57:00,21:57:30,67.47,68.38,
server_14,21:57:10,21:57:40,67.95,68.18,
server_14,21:57:20,21:57:50,52.75,76.24,
server_14,21:57:30,21:58:00,55.26,79.63,
server_14,21:57:40,21:58:10,48.52,73.62,
server_14,21:57:50,21:58:20,56.08,54.99,
server_14,21:58:00,21:58:30,55.9,40.58,
server_14,21:58:10,21:58:40,52.52,37.82,
server_14,21:58:20,21:58:50,57.58,47.53,
server_14,21:58:30,21:59:00,43.78,46.05,
server_14,21:58:40,21:59:10,50.56,47.84,
server_14,21:58:50,21:59:20,45.15,42.9,
server_14,21:59:00,21:59:30,45.1,44.52,
server_14,21:59:10,21:59:40,50.57,42.28,
server_14,21:59:20,21:59:50,57.82,45.39,
server_14,21:59:30,22:00:00,65.03,37.12,
server_14,21:59:40,22:00:10,59.8,39.73,
server_14,21:59:50,22:00:20,64.78,45.73,
server_14,22:00:00,22:00:30,57.78,51.32,
server_14,22:00:10,22:00:40,52.17,52.95,
server_14,22:00:20,22:00:50,43.28,40.12,
server_14,22:00:30,22:01:00,50.38,44.49,
server_14,22:00:40,22:01:10,58.83,37.2,
server_14,22:00:50,22:01:20,62.78,51.21,
server_14,22:01:00,22:01:30,59.62,51.3,
server_14,22:01:10,22:01:40,51.84,57.1,
server_14,22:01:20,22:01:50,49.24,46.59,
server_14,22:01:30,22:02:00,45.57,45.5,
server_14,22:01:40,22:02:10,40.48,43.24,
server_14,22:01:50,22:02:20,45.02,40.1,
server_14,22:02:00,22:02:30,54.31,43.18,
server_14,22:02:10,22:02:40,64.12,42.64,
server_14,22:02:20,22:02:50,54.37,54.62,
server_14,22:02:30,22:03:00,51.96,59.27,
server_14,22:02:40,22:03:10,41.77,73.78,
server_14,22:02:50,22:03:20,54.94,72.31,
server_14,22:03:00,22:03:30,50.42,77.56,
server_14,22:03:10,22:03:40,56.9,68.24,
server_14,22:03:20,22:03:50,37.45,62.79,
server_14,22:03:30,22:04:00,48.23,56.26,
server_14,22:03:40,22:04:10,50.17,58.1,
server_14,22:03:50,22:04:20,51.38,61.48,
server_14,22:04:00,22:04:30,38.55,65.68,
server_14,22:04:10,22:04:40,45.32,58.14,
server_14,22:04:20,22:04:50,60.28,60.79,
server_14,22:04:30,22:05:00,76.48,48.92,
server_14,22:04:40,22:05:10,75.84,60.4,
server_14,22:04:50,22:05:20,78.45,46.4,
server_14,22:05:00,22:05:30,60.66,43.59,
server_14,22:05:10,22:05:40,50.68,37.42,
server_14,22:05:20,22:05:50,46.03,50.14,
server_14,22:05:30,22:06:00,51.8,70.53,
server_14,22:05:40,22:06:10,50.58,64.11,
server_14,22:05:50,22:06:20,43.87,56.54,
server_14,22:06:00,22:06:30,47.97,32.85,
server_14,22:06:10,22:06:40,51.33,36.94,
server_14,22:06:20,22:06:50,57.07,42.2,
server_14,22:06:30,22:07:00,58.99,47.18,
server_14,22:06:40,22:07:10,59.01,49.24,
server_14,22:06:50,22:07:20,51.26,53.99,
server_14,22:07:00,22:07:30,38.92,51.6,
server_14,22:07:10,22:07:40,41.99,43.16,
server_14,22:07:20,22:07:50,50.01,31.29,
server_14,22:07:30,22:08:00,48.78,30.18,
server_14,22:07:40,22:08:10,37.5,47.91,
server_14,22:07:50,22:08:20,38.83,42.21,
server_14,22:08:00,22:08:30,34.27,65.2,
server_14,22:08:10,22:08:40,38.25,59.9,
server_14,22:08:20,22:08:50,25.34,74.89,
server_14,22:08:30,22:09:00,39.45,72.31,
server_14,22:08:40,22:09:10,46.21,73.81,
server_14,22:08:50,22:09:20,59.58,63.51,
server_14,22:09:00,22:09:30,68.01,59.48,
server_14,22:09:10,22:09:40,72.89,46.99,
server_14,22:09:20,22:09:50,67.53,53.22,
server_14,22:09:30,22:10:00,66.49,54.13,
server_14,22:09:40,22:10:10,61.78,53.81,
server_14,22:09:50,22:10:20,68.29,45.31,
server_14,22:10:00,22:10:30,58.43,36.23,
server_14,22:10:10,22:10:40,54.41,45.36,
server_14,22:10:20,22:10:50,40.65,59.56,
server_14,22:10:30,22:11:00,47.23,62.02,
server_14,22:10:40,22:11:10,39.95,64.64,
server_14,22:10:50,22:11:20,41.22,47.08,
server_14,22:11:00,22:11:30,32.84,43.25,
server_14,22:11:10,22:11:40,45.05,41.91,
server_14,22:11:20,22:11:50,59.75,61.42,
server_14,22:11:30,22:12:00,68.45,68.05,
server_14,22:11:40,22:12:10,65.24,53.02,
server_14,22:11:50,22:12:20,57.97,58.69,
server_14,22:12:00,22:12:30,53.21,53.14,
server_14,22:12:10,22:12:40,43.71,68.28,
server_14,22:12:20,22:12:50,38.77,52.24,
server_14,22:12:30,22:13:00,38.48,58.69,
server_14,22:12:40,22:13:10,48.96,46.7,
server_14,22:12:50,22:13:20,50.44,43.58,
server_14,22:13:00,22:13:30,47.55,39,
server_14,22:13:10,22:13:40,52.04,41.64,
server_14,22:13:20,22:13:50,63.17,40.01,
server_14,22:13:30,22:14:00,67.02,38.28,
server_14,22:13:40,22:14:10,60.01,49.62,
server_14,22:13:50,22:14:20,54.8,53.7,
server_14,22:14:00,22:14:30,51.84,58.44,
server_14,22:14:10,22:14:40,52.98,53.71,
server_14,22:14:20,22:14:50,47.47,55.03,
server_14,22:14:30,22:15:00,43.97,49.75,
server_14,22:14:40,22:15:10,40.71,58.44,
server_14,22:14:50,22:15:20,44.91,57.85,
server_14,22:15:00,22:15:30,46.58,58.43,
server_14,22:15:10,22:15:40,46.37,52.88,
server_14,22:15:20,22:15:50,52.72,61.82,
server_14,22:15:30,22:16:00,53.14,62.25,
server_14,22:15:40,22:16:10,58.5,60.72,
server_14,22:15:50,22:16:20,49.6,52.31,
server_14,22:16:00,22:16:30,56.83,56.01,
server_14,22:16:10,22:16:40,57.64,56.46,
server_14,22:16:20,22:16:50,62.83,61.89,
server_14,22:16:30,22:17:00,54.96,53.13,
server_14,22:16:40,22:17:10,49.39,46.28,
server_14,22:16:50,22:17:20,48.11,39.89,
server_14,22:17:00,22:17:30,63.06,47.44,
server_14,22:17:10,22:17:40,64.44,50.45,
server_14,22:17:20,22:17:50,61.58,52.08,
server_14,22:17:30,22:18:00,50.47,48.52,
server_14,22:17:40,22:18:10,51.16,55.88,
server_14,22:17:50,22:18:20,60.58,63.72,
server_14,22:18:00,22:18:30,67.56,75.32,
server_14,22:18:10,22:18:40,65.7,70.27,
server_14,22:18:20,22:18:50,63.97,61.72,
server_14,22:18:30,22:19:00,55.33,55.75,
server_14,22:18:40,22:19:10,60.64,59.34,
server_14,22:18:50,22:19:20,63.3,60.26,
server_14,22:19:00,22:19:30,58.9,50.9,
server_14,22:19:10,22:19:40,58.74,47.69,
server_14,22:19:20,22:19:50,43.39,51.97,
server_14,22:19:30,22:20:00,59.1,66.42,
server_14,22:19:40,22:20:10,58.49,56.76,
server_14,22:19:50,22:20:20,71.09,56.63,
server_14,22:20:00,22:20:30,60.68,42.54,
server_14,22:20:10,22:20:40,56.29,60.9,
server_14,22:20:20,22:20:50,49.04,55.06,
server_14,22:20:30,22:21:00,49.2,50.33,
server_14,22:20:40,22:21:10,54.24,41.32,
server_14,22:20:50,22:21:20,49.92,41.32,
server_14,22:21:00,22:21:30,51.48,44.73,
server_14,22:21:10,22:21:40,50.09,45.25,
server_14,22:21:20,22:21:50,52.51,42.5,
server_14,22:21:30,22:22:00,51.06,55.49,
server_14,22:21:40,22:22:10,40.52,46.8,
server_14,22:21:50,22:22:20,41.3,51.71,
server_14,22:22:00,22:22:30,49.69,38.9,
server_14,22:22:10,22:22:40,51.67,55.36,
server_14,22:22:20,22:22:50,54.02,54.63,
server_14,22:22:30,22:23:00,52.17,65.87,
server_14,22:22:40,22:23:10,59.48,56.4,
server_14,22:22:50,22:23:20,64.64,50.38,
server_14,22:23:00,22:23:30,52.32,40.4,
server_14,22:23:10,22:23:40,55.58,44.55,
server_14,22:23:20,22:23:50,59.14,59.01,
server_14,22:23:30,22:24:00,74.85,57.31,
server_14,22:23:40,22:24:10,73.77,66.29,
server_14,22:23:50,22:24:20,75.05,59.78,
server_14,22:24:00,22:24:30,68.84,67.46,
server_14,22:24:10,22:24:40,71.44,62.35,
server_14,22:24:20,22:24:50,58.72,58.51,
server_14,22:24:30,22:25:00,56.48,57.81,
server_14,22:24:40,22:25:10,51.35,53.27,
server_14,22:24:50,22:25:20,44.3,59.01,
server_14,22:25:00,22:25:30,43.77,59.6,
server_14,22:25:10,22:25:40,37.44,50.58,
server_14,22:25:20,22:25:50,46.87,44.53,
server_14,22:25:30,22:26:00,42.9,44.54,
server_14,22:25:40,22:26:10,41.91,56.11,
server_14,22:25:50,22:26:20,38.63,67.19,
server_14,22:26:00,22:26:30,43.64,66.77,
server_14,22:26:10,22:26:40,63.56,72.14,
server_14,22:26:20,22:26:50,64.58,64.77,
server_14,22:26:30,22:27:00,61.94,56.88,
server_14,22:26:40,22:27:10,49.06,60.19,
server_14,22:26:50,22:27:20,53.55,64.39,
server_14,22:27:00,22:27:30,51.48,66.41,
server_14,22:27:10,22:27:40,45.07,47.95,
server_14,22:27:20,22:27:50,34.77,45.74,
server_14,22:27:30,22:28:00,34.64,57.05,
server_14,22:27:40,22:28:10,39.19,61.79,
server_14,22:27:50,22:28:20,52.73,64.5,
server_14,22:28:00,22:28:30,53.76,66.41,
server_14,22:28:10,22:28:40,52.52,71.92,
server_14,22:28:20,22:28:50,51.48,69.52,
server_14,22:28:30,22:29:00,59.52,49.72,
server_14,22:28:40,22:29:10,65.47,46.59,
server_14,22:28:50,22:29:20,61.62,38.65,
server_14,22:29:00,22:29:30,63.74,57.88,
server_14,22:29:10,22:29:40,54.45,63.05,
server_14,22:29:20,22:29:50,57.84,74.45,
server_14,22:29:30,22:30:00,58.55,59.33,
server_14,22:29:40,22:30:10,68.86,57.38,
server_14,22:29:50,22:30:20,55.21,53.95,
server_14,22:30:00,22:30:30,37.78,51.46,
server_14,22:30:10,22:30:40,31.33,41.03,
server_14,22:30:20,22:30:50,39.73,37.09,
server_14,22:30:30,22:31:00,47.94,47.38,
server_14,22:30:40,22:31:10,47.42,57.87,
server_14,22:30:50,22:31:20,50.64,71.35,
server_14,22:31:00,22:31:30,59.18,75.46,
server_14,22:31:10,22:31:40,70.63,80.25,
server_14,22:31:20,22:31:50,71.2,70.97,
server_14,22:31:30,22:32:00,72,60.67,
server_14,22:31:40,22:32:10,71.05,56.8,
server_14,22:31:50,22:32:20,59.81,47.27,
server_14,22:32:00,22:32:30,55.19,45.03,
server_14,22:32:10,22:32:40,49.9,41.78,
server_14,22:32:20,22:32:50,58.38,42.3,
server_14,22:32:30,22:33:00,62.96,57.23,
server_14,22:32:40,22:33:10,53.62,61.15,
server_14,22:32:50,22:33:20,50.03,73.56,
server_14,22:33:00,22:33:30,42.9,71.78,
server_14,22:33:10,22:33:40,55.25,58.9,
server_14,22:33:20,22:33:50,62.26,52.58,
server_14,22:33:30,22:34:00,61.09,46.22,
server_14,22:33:40,22:34:10,57.58,55.36,
server_14,22:33:50,22:34:20,48.6,48.31,
server_14,22:34:00,22:34:30,47.47,50.65,
server_14,22:34:10,22:34:40,38.99,43.88,
server_14,22:34:20,22:34:50,51.39,46.69,
server_14,22:34:30,22:35:00,48.2,40.62,
server_14,22:34:40,22:35:10,62.6,39.37,
server_14,22:34:50,22:35:20,48.74,31.34,
server_14,22:35:00,22:35:30,59.42,29.63,
server_14,22:35:10,22:35:40,49.46,37.96,
server_14,22:35:20,22:35:50,46.74,53.63,
server_14,22:35:30,22:36:00,42.96,63.97,
server_14,22:35:40,22:36:10,54.09,56.41,
server_14,22:35:50,22:36:20,62.26,57,
server_14,22:36:00,22:36:30,59.81,55.18,
server_14,22:36:10,22:36:40,50.61,53.37,
server_14,22:36:20,22:36:50,48.36,40.59,
server_14,22:36:30,22:37:00,50.16,42.74,
server_14,22:36:40,22:37:10,49.85,47.33,
server_14,22:36:50,22:37:20,55.97,58.99,
server_14,22:37:00,22:37:30,58.72,63.56,
server_14,22:37:10,22:37:40,63.29,61.19,
server_14,22:37:20,22:37:50,60.58,51.48,
server_14,22:37:30,22:38:00,50.25,34.32,
server_14,22:37:40,22:38:10,48.12,28.54,
server_14,22:37:50,22:38:20,54.23,36.23,
server_14,22:38:00,22:38:30,53.45,39.84,
server_14,22:38:10,22:38:40,56,52.18,
server_14,22:38:20,22:38:50,41.38,53.01,
server_14,22:38:30,22:39:00,51.72,62.97,
server_14,22:38:40,22:39:10,39.28,64.85,
server_14,22:38:50,22:39:20,49.49,65.57,
server_14,22:39:00,22:39:30,53.83,68.14,
server_14,22:39:10,22:39:40,51.92,57.4,
server_14,22:39:20,22:39:50,53.81,53.83,
server_14,22:39:30,22:40:00,47.56,49,
server_14,22:39:40,22:40:10,58.19,46.39,
server_14,22:39:50,22:40:20,50.62,45.32,
server_14,22:40:00,22:40:30,46.55,54.23,
server_14,22:40:10,22:40:40,52.71,55.4,
server_14,22:40:20,22:40:50,49.67,60.6,
server_14,22:40:30,22:41:00,52.13,49.96,
server_14,22:40:40,22:41:10,50.06,62.15,
server_14,22:40:50,22:41:20,51.84,50.65,
server_14,22:41:00,22:41:30,51.13,47.61,
server_14,22:41:10,22:41:40,47.01,53.89,
server_14,22:41:20,22:41:50,52.73,52.59,
server_14,22:41:30,22:42:00,50.01,53.03,
server_14,22:41:40,22:42:10,41.02,46.98,
server_14,22:41:50,22:42:20,37.28,52.23,
server_14,22:42:00,22:42:30,47.6,59.87,
server_14,22:42:10,22:42:40,53.44,55.48,
server_14,22:42:20,22:42:50,61.3,58.71,
server_14,22:42:30,22:43:00,56.28,51.16,
server_14,22:42:40,22:43:10,72.35,61.33,
server_14,22:42:50,22:43:20,76.55,57.39,
server_14,22:43:00,22:43:30,72.36,53.9,
server_14,22:43:10,22:43:40,59.86,38.51,
server_14,22:43:20,22:43:50,44.82,35.79,
server_14,22:43:30,22:44:00,46.76,42.83,
server_14,22:43:40,22:44:10,29.31,59.96,
server_14,22:43:50,22:44:20,34.18,61.9,
server_14,22:44:00,22:44:30,28.77,57.2,
server_14,22:44:10,22:44:40,45.39,45.36,
